Time (s),Ch1 (V)
0.0677000,0.1390853
0.0678000,0.1487566
0.0679000,0.1487566
0.0680000,0.1439210
0.0681000,0.1487566
0.0682000,0.1511745
0.0683000,0.1560101
0.0684000,0.1439210
0.0685000,0.1560101
0.0686000,0.1463388
0.0687000,0.1439210
0.0688000,0.1463388
0.0689000,0.1463388
0.0690000,0.1487566
0.0691000,0.1463388
0.0692000,0.1463388
0.0693000,0.1463388
0.0694000,0.1487566
0.0695000,0.1487566
0.0696000,0.1463388
0.0697000,0.1463388
0.0698000,0.1463388
0.0699000,0.1463388
0.0700000,0.1439210
0.0701000,0.1415032
0.0702000,0.1487566
0.0703000,0.1463388
0.0704000,0.1463388
0.0705000,0.1439210
0.0706000,0.1487566
0.0707000,0.1439210
0.0708000,0.1463388
0.0709000,0.1439210
0.0710000,0.1487566
0.0711000,0.1487566
0.0712000,0.1415032
0.0713000,0.1463388
0.0714000,0.1487566
0.0715000,0.1439210
0.0716000,0.1487566
0.0717000,0.1415032
0.0718000,0.1439210
0.0719000,0.1463388
0.0720000,0.1487566
0.0721000,0.1390853
0.0722000,0.1439210
0.0723000,0.1487566
0.0724000,0.1487566
0.0725000,0.1487566
0.0726000,0.1439210
0.0727000,0.1535923
0.0728000,0.1463388
0.0729000,0.1463388
0.0730000,0.1535923
0.0731000,0.1487566
0.0732000,0.1463388
0.0733000,0.1511745
0.0734000,0.1342497
0.0735000,0.1487566
0.0736000,0.1439210
0.0737000,0.1487566
0.0738000,0.1535923
0.0739000,0.1535923
0.0740000,0.1511745
0.0741000,0.1511745
0.0742000,0.1560101
0.0743000,0.1535923
0.0744000,0.1560101
0.0745000,0.1850240
0.0746000,0.1560101
0.0747000,0.1584279
0.0748000,0.1584279
0.0749000,0.1511745
0.0750000,0.1608458
0.0751000,0.1560101
0.0752000,0.1632636
0.0753000,0.1680992
0.0754000,0.1656814
0.0755000,0.1898596
0.0756000,0.1656814
0.0757000,0.1028180
0.0758000,0.1753527
0.0759000,0.1680992
0.0760000,0.1777705
0.0761000,0.1729349
0.0762000,0.1801883
0.0763000,0.1850240
0.0764000,0.1898596
0.0765000,0.1946953
0.0766000,0.1922775
0.0767000,0.1874418
0.0768000,0.1995309
0.0769000,0.1971131
0.0770000,0.2092022
0.0771000,0.2092022
0.0772000,0.2043666
0.0773000,0.2237092
0.0774000,0.2309627
0.0775000,0.2212914
0.0776000,0.2357983
0.0777000,0.2406340
0.0778000,0.2503053
0.0779000,0.2648122
0.0780000,0.2672300
0.0781000,0.2769013
0.0782000,0.2817370
0.0783000,0.2841548
0.0784000,0.3083330
0.0785000,0.3204222
0.0786000,0.3373469
0.0787000,0.3300934
0.0788000,0.3518539
0.0789000,0.3591073
0.0790000,0.3711965
0.0791000,0.3953747
0.0792000,0.4074638
0.0793000,0.4437312
0.0794000,0.4292242
0.0795000,0.4461490
0.0796000,0.4727451
0.0797000,0.4920877
0.0798000,0.5138481
0.0799000,0.5235194
0.0800000,0.5597867
0.0801000,0.5646224
0.0802000,0.6057254
0.0803000,0.6129789
0.0804000,0.6371571
0.0805000,0.6613354
0.0806000,0.6903493
0.0807000,0.7217810
0.0808000,0.7556305
0.0809000,0.8136583
0.0810000,0.8523435
0.0811000,0.8861930
0.0812000,0.9055356
0.0813000,0.9393851
0.0814000,0.9829060
0.0815000,1.0070842
0.0816000,1.0433516
0.0817000,1.0796190
0.0818000,1.1134685
0.0819000,1.1424824
0.0820000,1.2053458
0.0821000,1.2537023
0.0822000,1.2778805
0.0823000,1.3407440
0.0824000,1.3770113
0.0825000,1.4084430
0.0826000,1.4398748
0.0827000,1.5099917
0.0828000,1.5244986
0.0829000,1.5704373
0.0830000,1.6284650
0.0831000,1.6623146
0.0832000,1.6623146
0.0833000,1.7082532
0.0834000,1.7275958
0.0835000,1.7590276
0.0836000,1.7977127
0.0837000,1.7662810
0.0838000,1.8267266
0.0839000,1.8436514
0.0840000,1.8484870
0.0841000,1.8629940
0.0842000,1.8678296
0.0843000,1.8702475
0.0844000,1.8702475
0.0845000,1.8678296
0.0846000,1.8654118
0.0847000,1.8484870
0.0848000,1.8388157
0.0849000,1.8194732
0.0850000,1.7977127
0.0851000,1.7807880
0.0852000,1.7566097
0.0853000,1.7275958
0.0854000,1.7106711
0.0855000,1.6744037
0.0856000,1.6526433
0.0857000,1.6187937
0.0858000,1.5873620
0.0859000,1.5535125
0.0860000,1.5172451
0.0861000,1.4567995
0.0862000,1.4326213
0.0863000,1.3915183
0.0864000,1.3286548
0.0865000,1.2948053
0.0866000,1.2295241
0.0867000,1.2053458
0.0868000,1.1424824
0.0869000,1.1158863
0.0870000,1.0578585
0.0871000,1.0095020
0.0872000,0.9587277
0.0873000,0.9200426
0.0874000,0.8741039
0.0875000,0.8450900
0.0876000,0.8088226
0.0877000,0.7580483
0.0878000,0.7290344
0.0879000,0.6734245
0.0880000,0.6250680
0.0881000,0.6129789
0.0882000,0.5597867
0.0883000,0.5211016
0.0884000,0.4969233
0.0885000,0.4799985
0.0886000,0.4292242
0.0887000,0.4050460
0.0888000,0.3615252
0.0889000,0.3397647
0.0890000,0.3131687
0.0891000,0.2720657
0.0892000,0.2430518
0.0893000,0.2212914
0.0894000,0.1922775
0.0895000,0.1874418
0.0896000,0.1560101
0.0897000,0.1535923
0.0898000,0.1415032
0.0899000,0.1439210
0.0900000,0.1439210
0.0901000,0.1487566
0.0902000,0.1632636
0.0903000,0.1608458
0.0904000,0.1753527
0.0905000,0.1971131
0.0906000,0.2309627
0.0907000,0.2623944
0.0908000,0.2817370
0.0909000,0.3107509
0.0910000,0.3446004
0.0911000,0.3687786
0.0912000,0.4098816
0.0913000,0.4558203
0.0914000,0.5041768
0.0915000,0.5186837
0.0916000,0.5791293
0.0917000,0.5888006
0.0918000,0.6202324
0.0919000,0.6806780
0.0920000,0.7169453
0.0921000,0.7532127
0.0922000,0.7918979
0.0923000,0.8354187
0.0924000,0.9031178
0.0925000,0.9490564
0.0926000,1.0046664
0.0927000,1.0191733
0.0928000,1.0989615
0.0929000,1.1303933
0.0930000,1.1908389
0.0931000,1.2150171
0.0932000,1.2585379
0.0933000,1.3020588
0.0934000,1.3455796
0.0935000,1.3915183
0.0936000,1.4471282
0.0937000,1.5220808
0.0938000,1.4858134
0.0939000,1.6067046
0.0940000,1.6308829
0.0941000,1.6647324
0.0942000,1.7130889
0.0943000,1.7300137
0.0944000,1.7614454
0.0945000,1.7928771
0.0946000,1.8194732
0.0947000,1.8315623
0.0948000,1.8629940
0.0949000,1.8823366
0.0950000,1.8895901
0.0951000,1.9089327
0.0952000,1.9161861
0.0953000,1.9186039
0.0954000,1.9161861
0.0955000,1.9186039
0.0956000,1.9040970
0.0957000,1.8968435
0.0958000,1.8799188
0.0959000,1.8629940
0.0960000,1.8484870
0.0961000,1.8291445
0.0962000,1.7977127
0.0963000,1.7517741
0.0964000,1.7348493
0.0965000,1.7130889
0.0966000,1.6719859
0.0967000,1.6260472
0.0968000,1.6091225
0.0969000,1.5486768
0.0970000,1.5390055
0.0971000,1.4761421
0.0972000,1.4543817
0.0973000,1.4060252
0.0974000,1.3697579
0.0975000,1.3117301
0.0976000,1.2657914
0.0977000,1.2198528
0.0978000,1.1835854
0.0979000,1.1352289
0.0980000,1.1183041
0.0981000,1.0530229
0.0982000,1.0288446
0.0983000,0.9925773
0.0984000,0.9635634
0.0985000,0.9369673
0.0986000,0.9031178
0.0987000,0.8644326
0.0988000,0.8305831
0.0989000,0.7870622
0.0990000,0.7580483
0.0991000,0.7266166
0.0992000,0.6879314
0.0993000,0.6516641
0.0994000,0.6202324
0.0995000,0.6008898
0.0996000,0.5912185
0.0997000,0.5549511
0.0998000,0.5259372
0.0999000,0.5065946
0.1000000,0.4799985
0.1001000,0.4630738
0.1002000,0.4461490
0.1003000,0.4316421
0.1004000,0.4147173
0.1005000,0.3881212
0.1006000,0.3784499
0.1007000,0.3663608
0.1008000,0.3446004
0.1009000,0.3687786
0.1010000,0.3252578
0.1011000,0.3107509
0.1012000,0.3010796
0.1013000,0.2938261
0.1014000,0.2841548
0.1015000,0.2672300
0.1016000,0.2648122
0.1017000,0.2503053
0.1018000,0.2430518
0.1019000,0.2382161
0.1020000,0.2333805
0.1021000,0.2164557
0.1022000,0.2164557
0.1023000,0.2164557
0.1024000,0.2043666
0.1025000,0.1971131
0.1026000,0.1971131
0.1027000,0.1874418
0.1028000,0.1826062
0.1029000,0.1801883
0.1030000,0.1777705
0.1031000,0.1777705
0.1032000,0.1777705
0.1033000,0.1753527
0.1034000,0.1656814
0.1035000,0.1680992
0.1036000,0.1656814
0.1037000,0.1680992
0.1038000,0.1680992
0.1039000,0.1608458
0.1040000,0.1777705
0.1041000,0.1584279
0.1042000,0.1560101
0.1043000,0.1535923
0.1044000,0.1535923
0.1045000,0.1922775
0.1046000,0.1608458
0.1047000,0.1560101
0.1048000,0.1487566
0.1049000,0.1584279
0.1050000,0.1535923
0.1051000,0.1487566
0.1052000,0.1511745
0.1053000,0.1463388
0.1054000,0.1487566
0.1055000,0.1463388
0.1056000,0.1487566
0.1057000,0.1511745
0.1058000,0.1463388
0.1059000,0.1463388
0.1060000,0.1487566
0.1061000,0.1463388
0.1062000,0.1656814
0.1063000,0.1463388
0.1064000,0.1439210
0.1065000,0.1487566
0.1066000,0.1463388
0.1067000,0.1463388
0.1068000,0.1487566
0.1069000,0.1487566
0.1070000,0.1487566
0.1071000,0.1463388
0.1072000,0.1439210
0.1073000,0.1415032
0.1074000,0.1487566
0.1075000,0.1463388
0.1076000,0.1439210
0.1077000,0.1511745
0.1078000,0.1535923
0.1079000,0.1487566
0.1080000,0.1535923
0.1081000,0.1487566
0.1082000,0.1463388
0.1083000,0.1584279
0.1084000,0.1487566
0.1085000,0.1511745
0.1086000,0.1487566
0.1087000,0.1511745
0.1088000,0.1535923
0.1089000,0.1511745
0.1090000,0.1535923
0.1091000,0.1535923
0.1092000,0.1511745
0.1093000,0.1535923
0.1094000,0.1487566
0.1095000,0.1511745
0.1096000,0.1463388
0.1097000,0.1511745
0.1098000,0.1560101
0.1099000,0.1511745
0.1100000,0.1487566
0.1101000,0.1535923
0.1102000,0.1511745
0.1103000,0.1487566
0.1104000,0.1487566
0.1105000,0.1487566
0.1106000,0.1487566
0.1107000,0.1511745
0.1108000,0.1535923
0.1109000,0.1415032
0.1110000,0.1729349
0.1111000,0.1511745
0.1112000,0.1487566
0.1113000,0.1439210
0.1114000,0.1487566
0.1115000,0.1487566
0.1116000,0.1487566
0.1117000,0.1535923
0.1118000,0.1487566
0.1119000,0.1487566
0.1120000,0.1560101
0.1121000,0.1511745
0.1122000,0.1511745
0.1123000,0.1535923
0.1124000,0.1487566
0.1125000,0.1511745
0.1126000,0.1511745
0.1127000,0.1415032
0.1128000,0.1463388
0.1129000,0.1511745
0.1130000,0.1028180
0.1131000,0.1511745
0.1132000,0.1487566
0.1133000,0.1439210
0.1134000,0.1487566
0.1135000,0.1463388
0.1136000,0.1463388
0.1137000,0.1487566
0.1138000,0.1535923
0.1139000,0.1463388
0.1140000,0.1439210
0.1141000,0.1487566
0.1142000,0.1439210
0.1143000,0.1608458
0.1144000,0.1560101
0.1145000,0.1439210
0.1146000,0.1535923
0.1147000,0.1487566
0.1148000,0.1535923
0.1149000,0.1463388
0.1150000,0.1535923
0.1151000,0.1487566
0.1152000,0.1487566
0.1153000,0.1439210
0.1154000,0.1439210
0.1155000,0.1415032
0.1156000,0.1487566
0.1157000,0.1463388
0.1158000,0.1487566
0.1159000,0.1463388
0.1160000,0.1463388
0.1161000,0.1487566
